clean_text,label
yang penting bapak kerja kerja kejar kerja kejar dan harus mikir anak ku jadi cawapres,Negatif
tak ada yang menduga dia menipu bangsa ini tak ada yang bisa mengira wajah ndeso ternyata licik luar biasa,Negatif
bapak presiden jokowi sudah on the track maju terus bapak jokowi,Positif
jika alasanya pemerataan ekonomi mnrt saya itu salah kaprah untuk saat ini,Negatif
enggak penting bro mendingan drama menangis saja biar seolah olah terdzolimi,Negatif
membangun ikn boleh saja asal punya duitnya yang enggak boleh berusaha terus melanggengkan kekuasaan pak itu serakah namanya benar enggak sih,Positif
halah dulu saja lu bela ini ikn pak jokowi sampai menyerang kadrun rocky gerung sekarang kok jadi kadrun lu tong,Negatif
percaya omongan lu mah sama kayak percaya kodok bisa menyusul ke mars pakai jurus gorong gorong,Negatif
bangun ibukota dari hutan jelas ide bodoh,Positif
dukung pembangunan ikn indonesia bukan hanya di jawa meskipun saya orang jawa ibarat naik bis bis jawa ini sudah mpet an,Negatif
hahaha wedus kentir ketar ketir,Negatif
proyek ikn proyek mencari cuan aslinya enggak ada kayak food estate dan esemka,Negatif
hahaha hanya pki saja yang trauma dan takut dengan orba,Negatif
lah memang bu mega siapa kalau pak jokowi kan presiden,Positif
hahaha kalau pemikiran lu enggak dangkal enggak mungkin lu hanya bisa jadi rakyat jelata yang hanya bisa nyinyir dan menghujat mirip emak dikampung yang nyinyir lihat tetangganya beli kulkas baru,Negatif
saya menghargai argumen bapak tentang ikn tapi maaf saya lebih setuju dengan pandangan dan program nya pak anies tentang cara pemerataan pembangunan yang efektip dan tidak terlalu mmbebani apbn jadi saya berdoa semoga pak anies yang akan menggantikan bapak sebagai presiden ri ke amin insyaallah cc,Negatif
mbabat hutan bilang ya untuk pemerataan kenapa bukannya membangun dan mengintegrasikan kota yang sudah ada ya akeh ora menyambung omongane cah sumber solo siji iki,Positif
lah bagaimana bisa merata kalau konsetrasinya di ikn doang namanya membangun ketimpangan baru,Negatif
membangun keluarga cemara yang merata berjenjang dan berkelanjutan supaya tidak putus keluarga jokowi sebagai simbol baru setelah sekian lama era soeharto habis menjadi neo orba geng solo,Negatif
bertahap juga tidak apa apa,Negatif
anggaran untuk pendidikan sudah disiapkan bbm ditarik subsidi nya karena hanya menguntungkan orang kayak saja jadi tidak tepat sasaran utang negara juga tidak konsumtif tapi untuk kebutuhan yang produktif mas e,Negatif
alhamdulillah menambah lagi kadrun dari jalur merah,Positif
ekspresi wajah pendukung pak ganjar,Positif
bentar lagi juga masa depan lu hancur bakalan jadi buzzer oposisi melanjutkan perjuangan kadrun,Negatif
yang paling niat kan cuma buzzer pak ganjar niat menyerang pemerintahan pak jokowi dan keluarganya kadrun anyaran,Negatif
ngih pak mugi kelaksana ibu kota anyar tapi iki lo bogor barat kecamatan parung panjang ke cigudeg jalan e ra patut blas,Positif
setuju saatnya pilih pemimpin yang memiliki moral dan etika yang baik agar generasi muda indonesia tidak rusak oleh kebiasaan buruk yang tak bermoral,Negatif
duitnya dari mana pak,Negatif
setuju pak lebih baik kembangkan saja jateng hampir tahun enggak keurus,Positif
tetap waspada terhadap gerombolan buzzer pak ganjar yang terus menyerang pak jokowi dan keluarganya,Negatif
lah berarti pendukung pak ganjar dungu,Positif
rata untuk siapa pak coba pak jelaskan yang layak disini pak rata untuk siapa,Positif
supaya selalu dikenang kalau ada soal anak sd ikn dibangun pada masa dinasti siapa a wangsa syailendra b dinasti ching di dinasti rakai pikatan e dinasti jokowi,Negatif
setuju pak pemindahan ibukota selain memang kebutuhan karena jakarta sudah tidak layak dikembangkan juga mempercepat pemerataan pembangunan,Positif
yang enggak setuju itu gerombolan pendukung pak ganjar,Positif
ikn akan dianggap berhasil jika gaji pegawai atau pensiunan mencapai sd juta perbulan,Positif
enggak usah panik tong masih ada jabatan buzzer oposisi untuk gerombolan kalian lumayan bisa melanjutkan perjuangan kadrun,Negatif
pemerataan ekknomi dan penduduk bukan dengan pindah ibu kota melainkan dengan membangun pulau luar jawa dan transmigrasi,Negatif
lanjutkan ikn untuk pemerataan pertumbuhan ekonomi indonesia,Positif
lah kowe wae urip sik mengharap jatah bansos kok kemelinti,Netral
memindahkan ibukota itu tidak semata untuk mempercepat pemerataan tapi juga ada tujuan kalo ibukota yang sekarang jakarta sudah dilayak dari aspek kesehatan maupun pengembangan ya memang harus dipindahkan kenapa ke kalimantan karena bisa dikembangkan sampai ratusan tahun ke depan,Negatif
wedus kentir ketar ketir,Negatif
presiden jika presiden suka dusta jika presiden sering ingkar jika presiden telah khianat maka kepada siapa rakyat percaya maka kepada siapa rakyat cari teladan maka kepada siapa rakyat menaruh harapan,Positif
tetap waspada terhadap gerombolan buzzer pak ganjar mereka akan terus menyerang pak jokowi dan keluarganya,Positif
memang lu hidup dimana di tengah hutan apa di tengah laut jelas saja disana enggak ada sekolah dan fasilitas kesehatan,Positif
ngawur karena enggak dukung ganjar dan pdip,Positif
hahahaha buzzer pak ganjar kebakaran jemb t,Positif
tetap waspada terhadap barisan pak ganjar yang menolak ikn,Positif
enggak sampai otak lu tong,Positif
siapa yang untung rakyat rakyat yqng mana apa bukan kontraktor yang bangun tuh gedung kami malas berpura pak,Negatif
lah emak lu itu lho dikejar bank plencit,Negatif
maaf pak presiden kami dari kaum perubahan menolak diluar pulau jawa untuk dilakukan pemerataan ekonomi biar tidak terlalu jauh kami mengawasi biar selalu di pulau jawa sentris saja ekonomi tersebut seperti pedoman kami menolak ikn,Negatif
tetap waspada gerakan pendukung pak ganjar yang menolak ikn warga kalimantan harus bersatu mengembalikan banteng pada kandangnya,Negatif
lu itu yang psikopat tong orang baik kok lu musuhin orang yang suka menonton bokep lu sayangi dasar manusia selangkangan lu,Negatif
pemerataan ekonomi tidak harus membangun ikn bisa dengan jalan lain pemerataan pembangunan di seluruh indobesia dengan membuka seluasnya lapangan pekerjaan dengan upah yang tinggi untuk mensejaterakan rakyat di daerah agar tidak ada exodus ke jakarta untuk cari kerja ikn itu hanya ambisi saja,Negatif
urus keluarga lu tuh masih antri bansos di kantor pos,Positif
bangun jateng saja biar enggak banyak lubang kasihan masyarakatnya ditipu pemimpinnya,Positif
kabarin di sini ya kalau sudah jadi beli,Positif
buzzer pak ganjar panik,Positif
suka mu selagi berkuasa,Positif
reformasi reformasi partai lu saja enggak demokratis mana parpol di era reformasi ketumnya abadi seumur hidup,Positif
berpendapat itu memang gampang segampang jarimu mengetik bos,Positif
masih ada sisa tanah ukuran kali meter buat lu kalau mau istirahat disana selamanya,Positif
berarti pak ganjar enggak setuju ikn,Positif
benar sekali banyak orang sok pintar tapi untuk diri nya sendiri,Netral
media financial times katanya bahwa ikn gagal mendapatkan investor asing pak ngeles dengan alasan mau prioritaskan investor lokal wong investor ln saja enggak berani apalagi investor lokal piye toh logikanya jangan lagi pakai alasan tantangan ekonomi global pak enggak laku,Negatif
ekspresi gen saja pendukung pak ganjar,Positif
info pak jokowi kalo di ty ke hati asn mau enggak pindah ke kalimantan pasti dia jawab enggak mau pak sekarang dari capres yaitu pak anis dan koalisi deh mengeluarkan statement untuk menentang ikn diperkirakan asn pada pilih pak anis pak bagaimana pendapat pak jokowi,Netral
waspada bahaya laten gerombolan buzzergp yang terus menyerang pemerintahan pak mereka juga menyebar fitnah kepada kpu bawaslu polri tni jangan sampai pemilu dikotori oleh gerombolan buzzergp yang ingin memecah belah bangsa cc,Negatif
kekuatan ekonomi yang sudah ada di jawa khususnya dki jakarta dan sekitarnya berpotensi terdegradasi karena pemindahan ibukota pastinya economic costs mereka bakal meningkat konsekwensinya daya saing bakal menurun,Negatif
bukannya proyeknya cuma dikasih hasim pak bagaimana ekonomi mau merata,Positif
mau meratakan pembangunan ekonomi bukan dengan bangun ibukota baru tapi dengan membangun sentra ekonomi dan infrastruktur pendukungnya di setiap provinsi masing dengan skala ekonomisnya,Positif
benar pak terutama antrian kendaraan untuk isi bbm subsidi solar dan bbm penugasan pertalite yang semakin parah di ikn kaltim daerah penghasil bbm sangat memprihatinkan truk sembako kontener pmk ambulance bis karyawan dan antar kota harus berjam bahkan tidak kerja untuk antri bbm,Negatif
anggaran dari sumber pos pos memotong subsidi bbm apa pos pos utang negara,Negatif
yang penting ada duitnya mga pak,Positif
akhhhh gibran lu pak hehehe,Netral
apa juga ada internet,Positif
masih ada yang percaya apa investor saja pada ogah mimpi,Negatif
urus anak tuh yang nabrak konstitusi,Negatif
jangan pilih capres yang tidak mendukung ikn,Negatif
dan kunci utama adalah jangan membohongi dan jangan korupsi hukum setimpal dengan penyitaan aset milik koruptor,Negatif
ada program transmigrasi ke ikn,Positif
ikn enggak perlu mending uangnya untuk membangun infrastruktur di luar p jawa biar ada pemerataan bisa dinikmati semua provinsi dan semua pulau,Positif
membangun ikn oke membangun dinasti sangat tidak oke sayang pak di ujung masa pemerintahan mu kau nodai dengan nafsu berkuasa bagi keluarga dan dinasti sayang sekali,Positif
bukannya mau memperkaya kelompok nya pak,Negatif
lebih baik anggaran nya dialokasikan untuk menciptakan generasi unggul dengan mengirim para pemuda pelajar yang berprestasi mengikuti pendidikan ke luar negeri negara maju untuk menghadapi indonesia emas dari pada menambah beban anggaran yang semakin besar,Negatif
pks takut disana pak,Positif
tahu lirik indonesia raya khususnya bagian reff nya bangunlah jiwanya bangunlah badannya untuk indonesia raya lalu kenapa bertanya soal pembangunan ikn bukankah membangun jiwa dan badan rakyat indonesia jauh lebih penting dan urgent ketimbang membangun ikn,Positif
biaya bangun ikn itu kalau bapak buatkan fasilitas pendidikan di kota yang ada di kalimantan dari sd universitas yang berkualitas serta fasilitas kesehatan yang mumpuni enggak butuh waktu lama kota itu terbangun dengan sendirinya oleh warga dengan sdm yang bagus,Negatif
ilmu dari mana menciptakan pemerataan ekonomi dan penduduk dengan membangun ikn,Positif
yang enggak boleh membangun kkn,Negatif
mengapa kita harus menolak dalam pilpres kita ingin menciptakan pemerataan hak warga tanpa eksklusivitas anak keluarga presiden,Negatif
omong kosong yang sama cuma beda hari enggak capek apa ngibul terus,Negatif
kalau mau rata seharusnya setiap propinsi dibangun kegiatan ekonomi bukannya hanya satu kota saja,Positif
supaya pemerataan terjadi kita harus pindah ibukota kali ya dari pulau jawa ke kalimantan sumatera sulawesi papua baru deh rata indonesia memang boleh gampang banget termakan narasi pemerataan untuk proyek yang strategis banget belum pernah dengar negara mudah pindah ibukota,Positif
ikn punya potensi besar manca negara asia konon kabarnya indonesia bagian utara kesitu merupakan tempat masuknya penduduk ilegal resikonya nanti dikemudian hari indonesia bisa dengan mudah dikendalikan oleh bangsa asing melalui ikn,Positif
pemerataan begitu bangun kota logika sesat pemerataan begitu bangun banyak kota logika pintar semua orang yang bersekolah tahu pemerataan itu harusnya banyak objek bukan satu objek kecuali orang keminteri tidak ada jaminan ikn bisa menjadi lumbung gula baru,Negatif
papua saja yang sumber alam nya di keruk tiap hari masih banyak yang kurang makan apslagi ikn yang baru mau bangun pak sudah siang ini,Negatif
sak sermu pak pak,Netral
cuma bertanya apakah di jakarta sudah merata,Positif
tapi jangan sampai kita ingin menciptakan pemerataan ekonomi pemerataan penduduk menumbuhkan titik titik pertumbuhan ekonomi baru dan pemerataan kekuasaan lewat keluarga,Negatif
nyatanya tidak ada investor asing masuk investasi di ikn value apa yang ditawarkan selain kerusakan hutan,Negatif
semoga selamat nantinya,Positif
ikn mau dijadikan pusat ibu kota atau pusat ekonomi sebenarnya pak,Positif
pemerataan pak kaltim itu daerah yang pendapatan perkapitanya no setelah dki masih banyak daerah lain yang masih tertinggal kenapa dana pembangunan ikn untuk pembangunan daerah itu pak mau pindah ibukota kenapa mesti jauh,Negatif
harusss gamelulu jawasentris apa apa pulau jawa dikira indonesia pulau jawa dong,Negatif
mereka ngoranya pindah ibukota tuh se tanah abang tanah abangnya pindah ke kalimantan,Positif
bukan ibukotanya yang dipindahin tapi industrinya,Negatif
pencitraan timses cawe bakal mewariskan proyek gurih ke anaknya sampai mengerahkan blt dari apbn,Positif
bilang saja lu enggak punya duit buat beli tanah di ikn wkwkwkwk,Positif
bilang saja enggak punya duit buat beli tanah di ikn awkwkwkwk,Positif
justru dengan mas gibran atau anak yang punya previllage bisa maju duluan itu membuka pintu untuk anak muda lainya turun ke politik coba kalau syarat enggak diubah enggak sampai kapan pun anak muda enggak bakal dapat tempat di politik,Negatif
pemerataan penduduk paling efektif ya galakkan lagi program trasmigrasi,Positif
ikn itu proyek prestise dan tidak ada kemanfaatan secara langsung kepada rakyat kecuali para tuan tanah pemilik lahan yang salah satunya pas dan hashim adiknya,Negatif
justru saya malah berterimakasih ke maka karena keputusanya saya bisa memilih pak prabowo dan mas gibran btw kali mau flashback bu mega juga dulu pernah ubah persyaratan capres dari si ke sama,Negatif
langkah yang benar dan tepat kita harus percaya diri maka nya jangan obral murah ikn ke investor luar negeri dan teruslah disempurnakn desain ikn baik sebelum selama setelah dibangun tidak ada karya besar yang dikerjakn dalam waktu singkat semua butuh waktu lama pematangan dan penyempurnaan,Negatif
saya yakin ini pun pak jokowi tidak tahu apa yang di twit nya,Negatif
tapi tidak dengan di obral ke china dong pemerataan ekonomi itu solusinya enggak melulu bikin ibu kota baru bisa juga dengan menumbuhkan ekonomi di pusat kota seluruh indonesia jadikan kota kecil jadi kota menengah kota menengah jadi kota besar repot sama kang dagang,Negatif
banyak baca berita ya,Positif
apa enggak lebih bermanfaat tambah dd kalau memang mau menciptakan pemerataan ekonomi,Positif
tanah ikn sudah di kuasai oligarki jadi yang diuntungkan oligarki,Negatif
hhmmm agar ikn tetap dilanjutkn o penguasa selanjutnya maka ikn haruslah jadi kebutuhan yang mendesak penting bang bangsa negara kebanggaan dan mempersatukan bangsa negara punya daya tarik kuat bang dunia persembahan indonesia lu dunia shg kita jadi yakin kalo ini langkah,Positif
mangkrakan ikn proyek ambisius manusia berijazah palsu,Positif
iya cocok buat kirim pns dki yang performance nya jelek kesono itu kata plt gub dki loh,Negatif
bapak sudah punya rumah di ikn kalo boleh saya mau tetanggaan,Positif
kalau nileb bania paling banyak dari daerah mana pack,Negatif
dulu bbm satu harga di papua juga katanya buat pemerataan ekonomi tapi nyatanya papua masih banyak yang kelaparan,Positif
masalah dan solusinya tidak menyambung pak,Negatif
sudah lagi pak enggak usah menghambur hamburkan uang rakyat kalau bangun ikn bukan dari hasil hutang atau jual konsesi silakan kota kota di provinsi yang ada sekarang saja masih banyak yang terbelakang karena pad nya kecil kenapa enggak kembangkan kota yang sudah ada saja,Negatif
jkarat di tanam pohon kalimantan pohonnya ditebang,Negatif
memang kalo nanti anaknya menang dia mau tinggal di ikn paling tiap weekend pulang ke solo,Positif
tapi ketum pks bilang jakarta masih layak jadi ibukota negara padahal jargonnya perubahan,Positif
terima kasih banyak buat pembangun yang luar biasa sayang sekali konstitusi negeriku seperti siluman,Positif
lebih rasional ide anis ide bapak terlalu muluk memangnya bapak punya duit untuk bangun ikn mikiir jadi orang itu ya mikiiir,Positif
gara ikn jokowi berubah ingin berkuasa terus swhingga gibran dimajukan dengan melanggar konstitusi dan demokrasi sudah di tabrak,Negatif
semoga tanaman baru seimbang dengan penebangan pohon di lahan ikn pak,Negatif
pemerataan ekonomi kebijakan anda sudah adil tidak cobalah renungkan pak pensiun saja contohi pak habibie,Negatif
mestinya pejabat belajar root cause analysis supaya keputusan yang diambil tujuan dan cara penyelesaiannya menyambung tapi memang pejabat itu politisi yang kurang suka ilmu pengetahuan mereka suka narsis saja,Negatif
tapi kalau soal kekayaan alam tambang perkebunan kawasan industri di putuskan oleh jawa sentris pemerintah pusat semuanya ya kalau mau adil dan merata mestinya semua rakyat indonesia menikmati hasil pembangunan,Positif
saya setuju dengan ikn tapi pemerataan ekonomi menumbuhkan titik titik pertumbuhan ekonomi baru bukan memaksakan pembangunan ikn yang belum jelas target selesainya kapan bapak mengorbankan rakyat yang rela menunggu hampir tahu demi pemerataan ekonomi yang tak kunjung tercapai,Negatif
bisa saja tapi sampean itu,Negatif
yang mampu beli sudah bisa ditebak,Positif
enggak papa pembangunan jalan saja terus nanti nusantara bisa jadi ibukota provinsi nya ibukota ri tetap jakarta saja,Negatif
uang nya dari mana jokowi nyales berkali enggak ada yang minat,Netral
ada apa dengan ikn pak disentil dikit saja langsung emosi perkara uu itu mah gampang apa bedanya ketika ipar anda memgotak atik batas usia capres cawapres untuk melanggengkan dinasti politik jangan terlalu rakus pak negara ini bukan milik pribadi,Negatif
soal sudah jadi undang semua mah gampang bukankah paman usman masih ada di maka gampang mah itsdh ada contohnya,Positif
memangnya bualan omongan bapak msi ada yang mau mendengarkan pak pas bertanya saja pak itu proyek yang di pik kolaborasi bapak dan lbp ya pak buat pemeratan ekonomi dan menciptakan warisan baru juga enggak pak tanyakenapa tanyakelurahaja fenomenapinokio bukadulutopengmoe konoha,Negatif
semoga presiden baru esok bisa lakukan audit ulang dan umumkan ke publik pihak mana saja menguasai hajat ikn agar ketimpangan ekonomi tidak semakin parah,Negatif
menambah utang terus rakyat yang bayar,Negatif
dalam satu kampung ada yang bagus rumahnya ada yang jelek rumahnya biar merata jadi bagus semua caranya adalah bikin satu rumah baru yang super bagus benarkah begitu caranya,Positif
selama para pejabat nya masih berwatak kotor dan suka korupsi jangan harap apa yang anda katakan itu akan jadi kenyataan bullshit,Negatif
lo yakin anggaran lu pendidikan tidak terpakai juga buat ikn,Negatif
saya yakin banyak yang setuju dengan gagasannya namun tidak dengan caranya,Negatif
yang namanya pemerataan ya disemua bagian bukan pada satu titik dan sdm lokalnya dipercerdaskan bukan di datangkan,Negatif
menuju indonesia maju sehat pak jokowi,Netral
pemerataan tidak mesti membangun ikn kali pak egonya pak jkw nya itu habus itu dibuat uu tentang ikn pemerataan dengan menggunakan anggaran besar untuk membangun ikn kami rasa sangat cukup untuk membangun pemarataan semua lini pak jkw pencitraan lagi bapak ini,Negatif
basuki sudah terbenam bersama rumput jis,Positif
kenapa duit segitu gede tidak di bagi ke beberapa kota untuk pemerataan ekonomi ikn sudahlah biaya besar dan terfokus ke satu titik,Negatif
lanjutkan pak deh kami mendukungmu untuk mewujudkan keadilan dan kesejahteraan bagi seluruh rakyat indonesia,Netral
sebenarnya ikn itu singkatan dari ibu kota negara dengan nama wilayah nusantara atau ibu kota nusantara yang berarti nama indonesia berganti menjadi nusantara,Negatif
tapi kenapa program pembangunan sepenting itu tidak ada dalam visi misi bapak apakah saya terlewat membacanya,Netral
kenapa tidak mengembangkan kota kecil menjadi besar saja ketimbang membangun kota baru yang memakan anggaran begitu besar pak kan masih banyak tuh kota yang butuh perkembangan,Negatif
enggak mendapat bagian kan tempat strategis sudah dikuasai investor hgu tahu turunan,Positif
mesti ada lagi pembangunan di sumatra sulawesi irianjaya dan lainnya biar enggak hanya di jawa,Negatif
baru dikritik sedikit saja deh main sara,Negatif
kalau tanahnya ditawarkan ke investor asing dengan hgu ratusan tahun jadinya ya enggak indonesiacentris capitalis sentris,Positif
logika pak soal pemerataan dan pembangunan kota lebih masuk akal ketimbang bapak dana ratusan triliun yang hanya difokuskan ke satu kota akan lebih bermanfaat bila disebar ke kota yang memiliki potensi untuk berkembang,Negatif
ada fs nya karena beban apbn yang akan bayar rakyat wakanda,Negatif
paling juga nanti jika jadi yang akan tinggal disana selain aparat pemerintah ya orang yang punya duit alias orang kayak apakah ini yang dimaksud dengan pemerataannya pak,Negatif
pak basuki merapat ke ganjar sekarang berseberangan dengan,Positif
membangun kota baru lebih murah dibanding memajukan kota yang sudah ada mrt fase ii saja t kalau dikali ya ant itu baru bangun mrt lah fasilitas lainnya masa enggak dihitung ikn cuma an t sudah full dasilitas ditambah ada investor masuk sebagai pelengkap,Positif
bagaimana mau pemerataan ekonomi ini saja sudah lama banget di sulsel sultra sulbar mati listrik minimal jam sehari bahkan bisa lebih lama katanya pln bakal begini terus sampai tahun baru daerah kami malah makin ketinggalan,Negatif
setuju pak pemerataan itu wajib demi keadilan bagi seluruh rakyat indonesia tapi untuk pencalonan prabowo gibra maaf saya tak sepaham dan sangat tidak setuju karena menabrak tujuan reformasi,Negatif
biar ada kantor baru pak ganjar dan prof mahmud,Positif
menciptakan pemerataan ekonomi pemerataan penduduk dan menumbuhkan titik titik pertumbuhan ekonomi baru begitu begitu begitu enggak menyambung kalau solusinya dengan bangun ikn,Negatif
persoalan yang muncul ketika seseorang bicara yang terjadi justru sebaliknya,Negatif
setuju p agar ikn jadi magnit baru ekonomi indonesia sesuatu yang baik pasti akan diteruskan oleh orang baik dan itu tidak harus oleh kang putro mas gr justru oleh orang lain seperti akan dievaluasi dengan lebih obyektif dan jujur jangan lekat pak dengan ikn legowo pak,Negatif
pemerataan dan pertumbuhan ekonomi yang bagus adalah dengan meningkatkan ekspor dari industri pertanian pangan olahan dan lain lain ini yang sebenarnya dibutuhkan daerah daerah di luar jawa industrialisasi kalau ikn ada dan masih nyusu dengan jawa ya berat,Negatif
sepakat seharusnya anggaran untuk membangun ibu kota dialihkan untuk membangun provonsi atau daerah yang tertinggal khususnya daerah luar jawa,Negatif
pemerataan bagaimana pak coba jelasin detailnya dulu terus wilayah yang enggak tersentuh ikn apa juga berdampak,Negatif
kasihan pks lempar bola panas tentang ikn sekarang banyak yang kebakaran hutan jenggotnya,Positif
anak muda potensial yang selalu enggak hadir dalam debat di tanya visi dan misi malah serahin ke jubir,Positif
tidak semudah ambisi untuk perpindahan ibu kota jakarta ke ikn kaltim mega proyek mercusuar berpotensi tidak diteruskan dan yakin akan mangkrak,Negatif
logikanya aneh pak kenapa tidak kota yang sudah ada saja atau daerah semuanya ditingkatkan pertumbuhannya pembangunannya kemajuannya ekonominya kesejahteraannya tetapi kok malah membikin kota baru daerah yang tidak ada kosong dibikin jadi kota baru pemerataannya dimana,Negatif
semoga hutan hutan di kalimantan ditebang yang menyebabkan satwa endemik kalimantan punah,Negatif
membangun ibukota baru negara harusnya dengan persetujuan rakyat indonesia tidak hanya dengan elitnya saja,Negatif
ikn itu menciptakan value sendiri buat para investror otomatis banyak pembangunan nantinya kalau enggak ada ikn apa daya tarik yang bisa menarik inveator selain sumber daya alam,Positif
pemerataan itu memajukan seluruh desa dan kota seluruh propinsi tidak tersentral pada satu kota saja jika ter central hanya akan menimbulkan ketimpangan baru saya sangat sependapat dengan visi misi pak salamad lmakmur,Negatif
membangun tanpa moralitas dan etika,Netral
saya lebih ke ide yang ciptakan kota besar baru dan kota menengah baru bayangkan kalau ratusan triliun ikn dibagi rata ke kota tersebut benaran pemerataan pak bukan mercusuar baru di kalimantan,Negatif
tolong jangan gibranin kami wahai baginda dinasti katakanlah yang sejujurnya mengenai tujuan sebenarnya pembangunan ikn tersebut,Negatif
nek meh open fight mbek malesya ya cedak,Negatif
buang buang uang mau menunggu sampai kapan mending membangun kota yang ada balikpapan banjarmasin pontianak uang dari ikn buat bangun infrastruktur yang baik disana,Negatif
hapalin nih teks dari bapak siapa tahu butuh kalau ditanya wartawan biar enggak kosong sekali kali lah jawab wartawan yuk bisa yuk,Netral
yang dibangun itu ibukota nya bukan kota jadi jangan salah persepsi salah paham sih anies itu salah paham,Negatif
pemerataan ke daerah terkaya ke di indonesia itu konsepnya bagaimana ya pak kalau mau pemerataan ekonomi ke ntt atau maluku saja pak,Positif
pak saya mau sepeda motor,Positif
batalkan saja ikn itu ikn ini seperti seorang ayah berhutang kiri kanan untuk renovasi kamar tidur dia dan istrinya agar nyaman e ok e ok sementara kamar anak nya bocor lantai berlapis lumut mau makan enggak ada beras enggak kebeli mahaaal ada yang stunting pula namanya pak durhaka,Negatif
jawa tengah itu cuma berapa kilometer dari jakarta tapi masih saja jadi provinsi termiskin,Negatif
enggak lanjut enggak menguntungkan rakyat siap xi jin ping kirim debt collector pak,Positif
apaan yang merata kalau ikn isinya asn yang enggak becus kerja,Negatif
berapa proyeksi pad ikn tahu kedepan kalau pad saja engak jelas omong pdb halusinasi ikn ubah saja jadi kota industri lebih realistis,Positif
pemerataan tidak memindah ibukota itu bikin proyek mengada ada,Negatif
iya pak suka bingung sama yang enggak memahami tujuan dari ikn indonesia bukan hanya jakarta bukan hanya jawa,Negatif
tapi hutan di kaltim di tebas,Positif
tanpa harus membangun kota baru juga kali,Negatif
sejatinya pembangunan ikn hanya menjadi penunjang saja tanpa ikn pun kita bisa saja melakukan pemerataan pembangunan dan ekonomi dan menumbuhkan titik pertumbuhan ekonomi baru seperti yang anda lakukan pada periode pertama,Negatif
tahu mengapai saja kok di akhir masa jabatan baru mencanangkan pemerataan ekonomi baru ekonomi lama saja banyak yang gagal kok eh iya kan setelah ini dinasty bakal dilanjutkan anaknya kegagalannya,Negatif
tambah ini yang lebih fantastis lagi,Negatif
katanya enggak pakai apbn,Negatif
tidak harus membangun sebuah kota juga pak tapi kalau di kata pemerataan itu semua kota di kasih pembangunan yang bisa membangun ekonomi,Negatif
lur kalau ketemu firli hati ya,Positif
sudah tahun bapak meminpin negeri ini baru bicara pemerataan ekonomi atau bapak sekarang menjadi tim sukses caprea no ya selagi hutang masih banyak enggak akan pernah ada ekonomi itu bangkit pak berhenti lah ber halusinasi pak,Positif
kata heru gubernur yang anda tunjuk ikn akan dijadikan tempat pembuangan asn dki yang enggak perform,Negatif
kata kepalanya kosong jadi enggak ada pikiran pemerataan tahi kuciang ikn itu t untuk kepentingan pejabat tinggi dari menteri hingga pns terbawah pemerintah pusat hidup dalam lingkungan mewah dan inklusif menghindari demo lsm kritikus rakyat hanya bisa lihat pakai teropong,Positif
dan kota solo bertumbuh sangat pesat dalam dua tahun terakhir dibanjiri berbagai proyek berskala nasional mengalahkan seluruh ibukota provinsi di indonesia pertumbuhan pembangunannya kita mestinya indonesiasentris bukan solosentris,Positif
mengapa harus berdusta hingga apa yang kudapat dan kurasakan berseta keluarga sungguh itu anugerah jeri paya nyata pdip dan segenap rakyat anti orba pro reformasi atas allah maka sebaiknya aku ikuti sarnan petunjukmu,Netral
pemerataan ya pemerataan saja apa harus pindah ibukota yang jelas kita enggak tahu apakah ada udang dibalik batu,Negatif
kalau didalam ujian tulis jawabnya pernyataan dan adalah akibat dari dua penyebab yang tidak saling berkaitan,Negatif
rata apanya pemilik konsesi lahan orang itu saja kok rata,Negatif
proyek buat siapa sebebarnya,Positif
sok far ada data investor lokal dan luar yang masuk pak pengin lihat data nya deh,Negatif
gass pakdhe kalimantan akan mjd pusat peradaban baru memang sangat merepotkan untuk yang punya bisnis demo dan nama nusantara membuat hati orang tertentu jadi galau menunggu nama indonesia indus nesos kepulauan india berobah mjd nusantara,Positif
yang logis ajalah awokawokawok,Negatif
untuk jadi ibu kota kerajaanmu kan,Netral
konsep dalam ilmu regional planning untuk membuat pertumbuhan ekonomi baru maka harus ada pembangunan pusat peradaban baru baca pembangunan fisik secara tersebar merata dengan semua infrastruktur nya,Positif
kalau enggak ada populasinya mana jadi tuh barang,Positif
janji ke rakyat bukan bangun ikn pak janji ke rakyat kartu murah sembako,Netral
yang benar bang,Negatif
saya setuju dengan ikn ibukota negara nusantara untuk pemerataan pembangunan saya tidak setuju ikn ikatan keluarga nepotisme karena mengkhianati reformasi dan merusak demokrasi,Negatif
wuih langsung direspon nih pernyataan anies yang menolak ikn kesan nya takut banget kalo proyek ikn di ganggu jadi curiga jangan ada apa dengan proyek ikn,Negatif
kan sudah dibilang jokowi kalau mau cari tanah di ikn dia bisa carikan mau berapa meter,Positif
setuju pak minimalisir dampak lingkungan yang merugikan ya pak teruslah membangun untuk pemerataan pembangunan biarlah yang tidak setuju mungkin mereka takut akan efek perpindahan sehat selalu tunjukkan dengan hasil positif abaikan yang tidak setuju,Positif
gagasan yang baik tapi sayangnya semua itu hanya mitos,Negatif
kejang padahal baru sindiran saja,Negatif
tahun depan bapak lengser entar mau pulang ke solo apa pindah ke ikn,Positif
ya kalau enggak setuju enggak usah memilih begitu saja,Negatif
